RT_search,condition,distractor_suppression,load,memory_resp,practice,search_resp,subject_nr,suppressed
974.712848663,rel-mis,suppressed,1,1,no,1,0,yes
877.09403038,no,absent,1,1,no,1,0,yes
708.503961563,rel-mis,non-suppressed,2,0,no,1,0,no
832.999944687,unrel,suppressed,2,1,no,1,0,yes
1050.88305473,rel-mis,suppressed,2,1,no,1,0,yes
847.925186157,rel-mis,suppressed,1,1,no,1,0,yes
670.338869095,unrel,suppressed,1,0,no,1,0,yes
931.319952011,rel-match,suppressed,2,0,no,1,0,yes
713.964939117,rel-mis,suppressed,2,1,no,1,0,yes
875.09894371,unrel,non-suppressed,2,1,no,1,0,no
821.853160858,unrel,non-suppressed,1,1,no,1,0,no
758.281946182,no,absent,2,1,no,1,0,no
734.36999321,unrel,suppressed,1,0,no,1,0,yes
737.354040146,rel-match,suppressed,2,0,no,0,0,yes
962.892055511,rel-match,suppressed,2,0,no,1,0,yes
698.912143707,no,absent,2,1,no,1,0,no
964.527130127,rel-match,non-suppressed,1,1,no,1,0,no
882.694005966,unrel,non-suppressed,2,0,no,1,0,no
715.85893631,rel-match,suppressed,1,1,no,1,0,yes
840.821027756,rel-match,suppressed,1,1,no,1,0,yes
1071.81096077,rel-match,suppressed,1,1,no,1,0,yes
782.951116562,no,absent,1,1,no,1,0,yes
774.986028671,rel-mis,suppressed,1,1,no,1,0,yes
682.943105698,rel-mis,non-suppressed,2,1,no,1,0,no
780.553102493,unrel,suppressed,2,0,no,1,0,yes
739.420890808,unrel,suppressed,1,1,no,1,0,yes
669.147014618,no,absent,2,0,no,1,0,yes
772.103786469,rel-mis,suppressed,2,1,no,1,0,yes
767.825126648,no,absent,1,1,no,1,0,no
702.492952347,rel-match,suppressed,1,1,no,1,0,yes
727.928161621,rel-match,non-suppressed,1,0,no,1,0,no
807.281017303,unrel,suppressed,1,1,no,1,0,yes
751.523971558,rel-match,non-suppressed,2,1,no,1,0,no
908.976793289,unrel,non-suppressed,1,1,no,1,0,no
962.322950363,unrel,suppressed,2,1,no,1,0,yes
709.007978439,no,absent,1,1,no,1,0,no
698.947191238,unrel,suppressed,2,1,no,1,0,yes
763.646125793,no,absent,2,1,no,1,0,yes
718.075037003,rel-mis,suppressed,2,0,no,1,0,yes
587.102890015,no,absent,2,1,no,1,0,yes
756.585121155,rel-mis,suppressed,1,0,no,1,0,yes
835.084915161,rel-match,non-suppressed,2,1,no,1,0,no
844.022989273,rel-match,suppressed,2,1,no,1,0,yes
587.895870209,rel-mis,non-suppressed,1,1,no,1,0,no
645.680904388,no,absent,1,0,no,1,0,yes
792.955875397,no,absent,2,1,no,1,0,yes
690.754890442,no,absent,1,0,no,1,0,yes
573.945999146,no,absent,1,1,no,1,0,yes
755.488872528,rel-match,non-suppressed,2,1,no,1,0,no
923.597097397,rel-match,suppressed,1,0,no,1,0,yes
906.512975693,unrel,non-suppressed,1,1,no,1,0,no
863.86013031,rel-match,suppressed,1,1,no,1,0,yes
863.603115082,unrel,suppressed,1,1,no,1,0,yes
615.514039993,no,absent,2,1,no,1,0,yes
667.906999588,rel-mis,suppressed,2,0,no,1,0,yes
683.466911316,unrel,suppressed,2,1,no,1,0,yes
843.759059906,rel-mis,non-suppressed,1,1,no,1,0,no
552.819013596,rel-match,suppressed,2,0,no,1,0,yes
830.38687706,rel-mis,suppressed,1,1,no,1,0,yes
735.050916672,rel-mis,suppressed,1,0,no,1,0,yes
712.426185608,rel-mis,suppressed,2,0,no,1,0,yes
950.16002655,no,absent,1,1,no,1,0,no
773.977041245,unrel,suppressed,2,0,no,1,0,yes
697.479963303,no,absent,2,1,no,1,0,no
584.91396904,rel-match,suppressed,2,1,no,1,0,yes
611.51099205,unrel,suppressed,1,1,no,1,0,yes
534.896850586,no,absent,1,0,no,1,0,yes
692.018032074,rel-mis,suppressed,1,1,no,1,0,yes
711.678981781,no,absent,1,1,no,1,0,yes
983.732938766,unrel,non-suppressed,2,1,no,1,0,no
627.012968063,rel-mis,non-suppressed,2,1,no,1,0,no
524.011850357,unrel,suppressed,2,1,no,1,0,yes
701.573848724,no,absent,2,0,no,1,0,yes
885.623931885,unrel,suppressed,1,1,no,1,0,yes
842.18788147,rel-match,non-suppressed,1,1,no,1,0,no
622.354984283,no,absent,1,0,no,1,0,yes
646.122932434,rel-mis,non-suppressed,1,0,no,1,0,no
655.585050583,rel-match,suppressed,2,1,no,1,0,yes
616.164922714,rel-mis,suppressed,2,1,no,1,0,yes
733.477115631,rel-mis,suppressed,1,0,no,1,0,yes
845.813989639,rel-match,non-suppressed,2,1,no,1,0,no
678.216934204,rel-match,non-suppressed,1,1,no,1,0,no
591.979026794,no,absent,2,1,no,1,0,no
674.953222275,unrel,suppressed,1,1,no,0,0,yes
869.851112366,no,absent,1,0,no,1,0,no
835.140943527,unrel,non-suppressed,2,1,no,1,0,no
769.707918167,rel-match,suppressed,1,0,no,1,0,yes
683.90917778,rel-match,suppressed,2,0,no,1,0,yes
583.225011826,unrel,suppressed,2,0,no,1,0,yes
690.057039261,no,absent,2,1,no,1,0,yes
623.778104782,rel-match,suppressed,1,1,no,1,0,yes
787.983179092,unrel,non-suppressed,1,1,no,1,0,no
850.862979889,no,absent,2,1,no,1,0,yes
646.265029907,rel-mis,suppressed,2,0,no,1,0,yes
973.00195694,rel-match,suppressed,1,0,no,1,0,yes
737.497806549,rel-match,non-suppressed,2,0,no,1,0,no
660.846948624,unrel,suppressed,1,1,no,1,0,yes
596.689939499,rel-match,suppressed,1,1,no,1,0,yes
626.301050186,no,absent,2,1,no,1,0,no
744.434833527,rel-match,suppressed,1,0,no,1,0,yes
952.855110168,rel-match,suppressed,1,0,no,1,0,yes
776.645183563,rel-match,suppressed,2,1,no,1,0,yes
626.951932907,unrel,non-suppressed,2,1,no,1,0,no
973.478078842,unrel,non-suppressed,1,0,no,1,0,no
916.531085968,rel-mis,suppressed,1,1,no,1,0,yes
592.620849609,unrel,suppressed,2,1,no,1,0,yes
779.600858688,no,absent,2,0,no,1,0,yes
756.295919418,rel-mis,suppressed,2,1,no,1,0,yes
649.709939957,unrel,non-suppressed,1,1,no,1,0,no
701.545953751,rel-mis,suppressed,2,1,no,1,0,yes
728.96194458,rel-mis,suppressed,2,0,no,1,0,yes
474.025011063,no,absent,1,1,no,1,0,yes
502.115011215,rel-mis,suppressed,1,1,no,1,0,yes
660.259008408,rel-mis,non-suppressed,1,1,no,1,0,no
666.074991226,rel-match,suppressed,2,1,no,1,0,yes
505.682945251,rel-mis,non-suppressed,1,1,no,0,0,no
685.166120529,no,absent,1,0,no,1,0,yes
767.603874207,no,absent,1,1,no,1,0,no
642.759084702,rel-mis,suppressed,1,1,no,1,0,yes
617.902994156,rel-mis,suppressed,2,0,no,1,0,yes
798.853158951,unrel,suppressed,1,1,no,1,0,yes
659.090995789,unrel,suppressed,1,1,no,1,0,yes
656.122922897,no,absent,2,1,no,1,0,yes
639.448881149,rel-mis,suppressed,1,1,no,1,0,yes
827.397108078,unrel,suppressed,2,1,no,1,0,yes
734.512805939,no,absent,1,1,no,1,0,yes
770.694971085,unrel,non-suppressed,2,1,no,1,0,no
772.589206696,no,absent,2,0,no,1,0,no
620.820999146,unrel,suppressed,2,0,no,1,0,yes
566.433906555,no,absent,1,1,no,1,0,yes
586.081981659,unrel,suppressed,1,0,no,1,0,yes
498.597860336,rel-match,suppressed,2,0,no,1,0,yes
777.410030365,no,absent,2,0,no,1,0,yes
856.681108475,rel-mis,non-suppressed,2,0,no,1,0,no
897.167921066,rel-match,non-suppressed,2,0,no,1,0,no
979.81095314,rel-match,non-suppressed,1,0,no,1,0,no
728.188991547,no,absent,2,1,no,1,0,yes
542.835950851,no,absent,1,1,no,1,0,no
587.264060974,unrel,suppressed,2,0,no,1,0,yes
580.281972885,rel-match,suppressed,2,1,no,1,0,yes
790.29917717,rel-mis,non-suppressed,2,0,no,1,0,no
777.501106262,rel-match,non-suppressed,1,0,no,1,0,no
774.614095688,no,absent,1,1,no,1,0,yes
720.129966736,rel-mis,non-suppressed,2,1,no,1,0,no
575.600862503,no,absent,2,1,no,1,0,yes
542.697906494,no,absent,1,1,no,1,0,yes
827.785968781,rel-match,suppressed,1,1,no,1,0,yes
652.630090714,rel-mis,suppressed,2,0,no,1,0,yes
636.135816574,no,absent,2,1,no,1,0,yes
606.688976288,rel-mis,suppressed,1,0,no,1,0,yes
718.977928162,rel-mis,non-suppressed,1,1,no,1,0,no
710.484981537,rel-match,non-suppressed,2,1,no,1,0,no
711.29488945,rel-mis,non-suppressed,2,1,no,1,0,no
920.835971832,unrel,suppressed,1,1,no,1,0,yes
626.420021057,rel-mis,suppressed,2,0,no,1,0,yes
606.547117233,unrel,suppressed,1,0,no,1,0,yes
730.106830597,rel-mis,suppressed,1,1,no,1,0,yes
712.831020355,unrel,suppressed,1,1,no,1,0,yes
674.890041351,unrel,non-suppressed,1,1,no,1,0,no
637.889862061,no,absent,2,0,no,1,0,no
643.340110779,no,absent,1,1,no,1,0,no
851.187944412,no,absent,2,1,no,1,0,no
897.603988647,rel-match,non-suppressed,1,1,no,1,0,no
587.597846985,no,absent,2,0,no,1,0,yes
559.017896652,rel-match,suppressed,2,1,no,1,0,yes
728.481054306,unrel,non-suppressed,1,0,no,1,0,no
834.08498764,rel-mis,suppressed,2,0,no,1,0,yes
494.780063629,no,absent,2,1,no,1,0,yes
712.064027786,rel-mis,non-suppressed,1,1,no,1,0,no
815.07396698,no,absent,1,1,no,1,0,yes
700.995922089,rel-match,suppressed,2,1,no,1,0,yes
498.697042465,no,absent,1,1,no,1,0,yes
471.456050873,unrel,suppressed,1,0,no,1,0,yes
540.990829468,no,absent,1,1,no,1,0,no
632.295846939,unrel,suppressed,2,1,no,1,0,yes
621.88410759,rel-match,suppressed,2,0,no,1,0,yes
801.835775375,rel-match,suppressed,2,1,no,1,0,yes
673.042058945,rel-mis,suppressed,2,0,no,1,0,yes
660.233974457,rel-match,non-suppressed,1,0,no,1,0,no
839.873075485,rel-match,non-suppressed,2,0,no,1,0,no
648.188114166,rel-mis,suppressed,1,1,no,1,0,yes
783.812999725,rel-mis,suppressed,1,0,no,1,0,yes
550.065040588,unrel,non-suppressed,2,1,no,1,0,no
745.354890823,rel-match,suppressed,1,0,no,1,0,yes
668.458938599,unrel,suppressed,2,1,no,1,0,yes
669.39997673,unrel,suppressed,2,1,no,1,0,yes
520.309925079,unrel,suppressed,2,0,no,1,0,yes
533.638954163,unrel,non-suppressed,2,1,no,0,0,no
784.113883972,rel-match,suppressed,1,1,no,1,0,yes
612.035989761,rel-match,suppressed,1,1,no,1,0,yes
592.158079147,rel-mis,suppressed,2,0,no,1,0,yes
705.645799637,no,absent,1,1,no,1,0,yes
681.411981583,rel-mis,non-suppressed,1,1,no,1,0,no
735.11505127,rel-match,non-suppressed,1,1,no,1,0,no
718.672037125,unrel,non-suppressed,2,1,no,1,0,no
513.069152832,unrel,suppressed,2,1,no,1,0,yes
576.480865479,rel-mis,suppressed,1,1,no,1,0,yes
545.686006546,rel-mis,suppressed,2,0,no,1,0,yes
1050.03905296,rel-mis,suppressed,1,1,no,1,0,yes
677.425861359,no,absent,1,0,no,1,0,no
677.111148834,rel-match,suppressed,1,1,no,1,0,yes
558.663129807,unrel,suppressed,1,1,no,1,0,yes
567.124128342,no,absent,1,1,no,1,0,yes
769.993066788,rel-match,suppressed,2,1,no,1,0,yes
649.597167969,unrel,non-suppressed,1,1,no,1,0,no
469.60401535,unrel,suppressed,1,1,no,1,0,yes
784.727096558,unrel,suppressed,1,1,no,1,0,yes
569.985151291,no,absent,2,1,no,1,0,yes
634.150981903,rel-mis,non-suppressed,2,1,no,1,0,no
593.847990036,unrel,suppressed,2,0,no,0,0,yes
794.691085815,no,absent,1,1,no,1,0,no
601.438045502,rel-match,suppressed,2,1,no,1,0,yes
533.890962601,rel-mis,suppressed,2,0,no,1,0,yes
829.216003418,no,absent,2,0,no,1,0,no
516.09992981,no,absent,1,1,no,1,0,yes
693.145990372,rel-mis,non-suppressed,2,1,no,1,0,no
821.734905243,rel-mis,suppressed,2,0,no,1,0,yes
647.133827209,rel-match,suppressed,1,1,no,1,0,yes
852.871179581,unrel,suppressed,2,1,no,1,0,yes
675.343990326,rel-match,non-suppressed,2,1,no,1,0,no
745.721101761,unrel,non-suppressed,1,1,no,1,0,no
584.595918655,no,absent,2,1,no,1,0,yes
986.593008041,unrel,suppressed,1,0,no,1,0,yes
646.58498764,rel-mis,suppressed,1,0,no,0,0,yes
1027.81486511,rel-match,non-suppressed,1,1,no,1,0,no
615.935087204,unrel,suppressed,2,0,no,1,0,yes
787.880182266,rel-match,suppressed,2,1,no,1,0,yes
601.785898209,rel-mis,suppressed,1,1,no,1,0,yes
806.317090988,no,absent,1,1,no,1,0,yes
549.410820007,rel-match,suppressed,1,1,no,1,0,yes
725.780963898,unrel,non-suppressed,2,1,no,1,0,no
472.385883331,no,absent,2,0,no,1,0,yes
736.40704155,no,absent,2,0,no,1,0,no
500.726938248,rel-match,suppressed,2,1,no,1,0,yes
492.31004715,rel-match,non-suppressed,2,1,no,1,0,no
756.703853607,no,absent,2,1,no,0,0,yes
860.599040985,rel-match,suppressed,2,1,no,1,0,yes
880.00702858,no,absent,2,1,no,1,0,yes
634.937047958,rel-mis,suppressed,1,1,no,1,0,yes
831.609964371,unrel,non-suppressed,2,1,no,1,0,no
780.390024185,unrel,suppressed,2,0,no,1,0,yes
619.303226471,rel-match,suppressed,2,1,no,1,0,yes
654.856920242,no,absent,1,0,no,1,0,yes
585.417032242,rel-match,suppressed,2,0,no,1,0,yes
665.772914886,rel-mis,suppressed,2,1,no,1,0,yes
713.904857635,unrel,non-suppressed,2,1,no,1,0,no
690.310001373,rel-match,suppressed,1,0,no,1,0,yes
648.756980896,no,absent,1,1,no,1,0,no
603.979110718,rel-mis,suppressed,1,1,no,1,0,yes
790.851831436,unrel,suppressed,1,1,no,1,0,yes
604.470014572,rel-match,suppressed,1,0,no,1,0,yes
573.999881744,no,absent,2,1,no,1,0,yes
599.132061005,no,absent,2,1,no,1,0,yes
592.766046524,rel-mis,non-suppressed,2,0,no,0,0,no
683.866024017,unrel,non-suppressed,1,1,no,1,0,no
526.808977127,no,absent,2,1,no,1,0,no
714.555025101,rel-mis,suppressed,1,1,no,1,0,yes
700.872898102,rel-match,suppressed,1,1,no,1,0,yes
973.855018616,rel-mis,non-suppressed,1,1,no,1,0,no
587.818145752,unrel,suppressed,2,1,no,1,0,yes
716.583013535,no,absent,1,0,no,1,0,yes
744.781970978,no,absent,1,1,no,1,0,yes
774.290800095,unrel,suppressed,1,1,no,1,0,yes
750.243186951,rel-mis,suppressed,2,1,no,1,0,yes
806.45108223,rel-mis,suppressed,2,1,no,1,0,yes
894.066095352,rel-match,non-suppressed,2,0,no,1,0,no
597.347021103,unrel,non-suppressed,1,1,no,1,0,no
608.272075653,no,absent,1,1,no,1,0,no
760.642051697,rel-mis,non-suppressed,1,1,no,1,0,no
833.468914032,rel-mis,suppressed,1,1,no,1,0,yes
782.705068588,rel-mis,suppressed,2,0,no,1,0,yes
569.998025894,no,absent,2,1,no,1,0,no
711.189985275,unrel,suppressed,2,0,no,1,0,yes
590.22808075,rel-match,non-suppressed,2,0,no,1,0,no
615.375995636,unrel,suppressed,1,1,no,1,0,yes
805.963039398,rel-match,non-suppressed,1,1,no,1,0,no
495.661020279,rel-match,suppressed,2,1,no,1,0,yes
564.728975296,unrel,suppressed,1,1,no,0,0,yes
724.205970764,rel-mis,non-suppressed,2,0,no,1,0,no
762.619972229,no,absent,2,0,no,1,0,yes
578.850984573,no,absent,1,1,no,1,0,yes
804.208040237,rel-match,non-suppressed,1,0,no,1,0,no
691.266059875,unrel,suppressed,2,1,no,1,0,yes
678.111076355,rel-match,suppressed,1,1,no,1,0,yes
562.672138214,unrel,suppressed,1,0,no,1,0,yes
794.546842575,rel-match,suppressed,1,1,no,1,0,yes
641.113996506,rel-match,non-suppressed,2,1,no,1,0,no
734.058856964,rel-match,non-suppressed,1,0,no,1,0,no
586.420059204,rel-match,suppressed,1,1,no,1,0,yes
581.634998322,unrel,suppressed,2,1,no,1,0,yes
639.246940613,rel-mis,suppressed,1,0,no,1,0,yes
429.553031921,no,absent,2,0,no,1,0,yes
586.984872818,unrel,non-suppressed,2,0,no,1,0,no
548.46906662,unrel,suppressed,2,1,no,1,0,yes
604.573965073,no,absent,1,1,no,1,0,no
480.820894241,no,absent,2,1,no,1,0,yes
588.394165039,rel-match,non-suppressed,2,1,no,1,0,no
480.836868286,rel-mis,suppressed,2,1,no,1,0,yes
532.889127731,rel-mis,suppressed,1,1,no,1,0,yes
473.148107529,no,absent,2,1,no,1,0,yes
586.277961731,rel-match,non-suppressed,1,1,no,1,0,no
534.284830093,no,absent,1,1,no,1,0,no
587.45598793,unrel,suppressed,1,1,no,0,0,yes
866.225004196,rel-mis,suppressed,2,1,no,1,0,yes
676.049947739,unrel,suppressed,2,0,no,1,0,yes
901.258945465,unrel,non-suppressed,2,1,no,1,0,no
570.717096329,unrel,suppressed,1,1,no,1,0,yes
744.06504631,no,absent,1,1,no,1,0,yes
510.082960129,rel-mis,suppressed,1,1,no,1,0,yes
496.151924133,rel-mis,suppressed,1,1,no,1,0,yes
609.512090683,rel-mis,non-suppressed,1,1,no,1,0,no
657.753944397,rel-match,suppressed,2,1,no,0,0,yes
791.911840439,rel-mis,suppressed,2,0,no,1,0,yes
762.692928314,unrel,suppressed,1,1,no,1,0,yes
954.00595665,unrel,non-suppressed,1,0,no,1,0,no
621.38915062,no,absent,2,0,no,1,0,no
734.570980072,unrel,suppressed,2,1,no,1,0,yes
576.071023941,no,absent,2,0,no,1,0,no
628.639936447,no,absent,1,1,no,1,0,yes
619.593143463,rel-match,suppressed,1,1,no,1,0,yes
592.036008835,rel-match,suppressed,2,0,no,1,0,yes
489.514827728,rel-match,suppressed,2,1,no,1,0,yes
950.566053391,no,absent,2,1,no,1,0,yes
651.208162308,rel-mis,non-suppressed,2,1,no,1,0,no
704.164028168,unrel,non-suppressed,1,1,no,1,0,no
743.674993515,no,absent,1,1,no,1,0,yes
598.697900772,rel-mis,suppressed,2,0,no,1,0,yes
700.631856918,rel-mis,non-suppressed,2,1,no,1,0,no
589.188098907,no,absent,1,1,no,1,0,yes
656.34894371,rel-match,suppressed,2,1,no,1,0,yes
512.56108284,unrel,suppressed,2,1,no,1,0,yes
566.838979721,rel-match,suppressed,1,0,no,1,0,yes
562.614917755,no,absent,2,0,no,1,0,yes
598.077058792,no,absent,2,0,no,1,0,yes
688.745975494,rel-match,non-suppressed,2,1,no,1,0,no
685.101032257,rel-mis,non-suppressed,1,1,no,1,0,no
503.882884979,no,absent,2,0,no,1,0,no
665.324926376,unrel,non-suppressed,2,1,no,0,0,no
723.541975021,no,absent,1,1,no,1,0,yes
436.122894287,rel-mis,suppressed,2,0,no,1,0,yes
717.959880829,rel-match,suppressed,2,1,no,1,0,yes
468.43791008,no,absent,1,1,no,1,0,yes
858.360052109,rel-mis,suppressed,2,0,no,1,0,yes
725.602865219,rel-match,suppressed,2,0,no,1,0,yes
568.65811348,unrel,suppressed,1,0,no,1,0,yes
656.736135483,unrel,suppressed,2,0,no,1,0,yes
679.098129272,rel-match,suppressed,1,0,no,1,0,yes
588.488101959,no,absent,1,1,no,1,0,yes
848.026990891,rel-mis,non-suppressed,1,0,no,1,0,no
649.784803391,rel-mis,non-suppressed,2,1,no,0,0,no
823.158979416,unrel,non-suppressed,1,1,no,1,0,no
656.419038773,rel-mis,suppressed,1,1,no,1,0,yes
659.917116165,unrel,suppressed,1,1,no,1,0,yes
542.943954468,unrel,suppressed,2,1,no,1,0,yes
653.693199158,no,absent,1,1,no,0,0,no
575.029850006,no,absent,2,1,no,1,0,yes
547.502994537,no,absent,2,1,no,1,0,no
937.695026398,rel-mis,suppressed,2,1,no,1,0,yes
582.372903824,rel-match,suppressed,1,1,no,1,0,yes
766.817092896,rel-mis,suppressed,2,1,no,1,0,yes
884.727954865,no,absent,1,1,no,1,0,yes
764.38999176,rel-mis,suppressed,1,0,no,1,0,yes
707.347869873,unrel,suppressed,1,1,no,1,0,yes
585.033893585,rel-match,non-suppressed,2,0,no,1,0,no
528.535842896,no,absent,1,1,no,1,0,no
761.743068695,rel-mis,suppressed,1,1,no,1,0,yes
678.97105217,unrel,suppressed,1,0,no,1,0,yes
721.400022507,rel-match,suppressed,2,0,no,1,0,yes
664.223909378,rel-match,non-suppressed,1,1,no,1,0,no
542.241096497,unrel,non-suppressed,2,0,no,0,0,no
525.249958038,no,absent,2,0,no,1,0,yes
560.235977173,rel-match,suppressed,1,0,no,1,0,yes
504.309177399,rel-match,non-suppressed,1,1,no,1,0,no
867.76804924,rel-match,suppressed,2,0,no,1,0,yes
669.868946075,rel-mis,suppressed,1,1,no,1,0,yes
583.184957504,unrel,suppressed,2,1,no,0,0,yes
708.039999008,rel-mis,suppressed,2,1,no,1,0,yes
843.455076218,rel-match,non-suppressed,1,1,no,1,0,no
561.846971512,rel-mis,suppressed,2,1,no,1,0,yes
512.925863266,unrel,suppressed,2,1,no,1,0,yes
585.654973984,unrel,non-suppressed,1,1,no,1,0,no
615.630149841,rel-match,suppressed,2,0,no,1,0,yes
618.957996368,no,absent,2,1,no,1,0,yes
695.60790062,rel-match,suppressed,2,1,no,1,0,yes
546.538114548,unrel,suppressed,1,1,no,1,0,yes
638.808012009,unrel,suppressed,1,1,no,0,0,yes
563.205003738,no,absent,2,1,no,1,0,no
738.309144974,rel-mis,suppressed,1,1,no,1,0,yes
504.880905151,rel-mis,suppressed,1,1,no,1,0,yes
530.448913574,unrel,suppressed,1,0,no,1,0,yes
638.690948486,unrel,suppressed,2,1,no,0,0,yes
648.4811306,rel-mis,suppressed,2,1,no,1,0,yes
536.961078644,no,absent,1,1,no,1,0,yes
566.228151321,rel-match,suppressed,1,0,no,1,0,yes
463.808059692,rel-match,suppressed,1,1,no,1,0,yes
491.170883179,rel-mis,non-suppressed,1,1,no,1,0,no
726.962089539,unrel,non-suppressed,1,1,no,1,0,no
862.895965576,unrel,non-suppressed,2,0,no,1,0,no
644.709825516,rel-mis,suppressed,1,1,no,0,0,yes
845.087051392,rel-match,non-suppressed,2,1,no,1,0,no
487.058877945,rel-match,suppressed,2,1,no,1,0,yes
481.115818024,no,absent,2,1,no,1,0,yes
605.403900146,no,absent,2,0,no,1,0,no
506.1211586,no,absent,1,1,no,1,0,yes
478.445768356,no,absent,2,1,no,1,0,yes
776.257038116,no,absent,1,0,no,1,0,yes
540.217876434,rel-match,non-suppressed,1,1,no,1,0,no
619.662046432,no,absent,2,0,no,1,0,yes
582.47590065,rel-mis,non-suppressed,1,1,no,1,0,no
715.123176575,rel-mis,non-suppressed,2,0,no,1,0,no
555.424213409,rel-mis,suppressed,1,1,no,1,0,yes
883.012056351,rel-mis,suppressed,2,1,no,1,0,yes
577.608108521,no,absent,1,1,no,1,0,no
692.118167877,rel-match,non-suppressed,2,1,no,1,0,no
578.837871552,unrel,suppressed,1,1,no,1,0,yes
637.884140015,rel-mis,non-suppressed,2,1,no,1,0,no
658.21814537,no,absent,1,1,no,1,0,yes
601.474046707,rel-match,suppressed,1,1,no,1,0,yes
462.44096756,rel-match,suppressed,1,1,no,1,0,yes
1072.41010666,unrel,suppressed,2,0,no,1,0,yes
672.277212143,unrel,suppressed,2,0,no,1,0,yes
685.069084167,no,absent,1,1,no,1,0,no
619.06003952,rel-match,suppressed,2,1,no,0,0,yes
933.407068253,rel-mis,non-suppressed,2,1,no,1,0,no
711.64393425,unrel,suppressed,1,1,no,0,0,yes
511.4839077,unrel,suppressed,2,1,no,0,0,yes
764.985799789,rel-match,non-suppressed,1,0,no,1,0,no
571.800947189,unrel,suppressed,1,1,no,1,0,yes
551.251173019,rel-match,non-suppressed,2,1,no,1,0,no
604.549884796,no,absent,1,1,no,1,0,no
651.940107346,no,absent,1,1,no,1,0,yes
711.928129196,rel-mis,suppressed,1,1,no,1,0,yes
687.402009964,rel-mis,suppressed,2,1,no,1,0,yes
593.22309494,rel-mis,suppressed,2,1,no,1,0,yes
612.608909607,rel-match,suppressed,1,0,no,1,0,yes
810.36901474,rel-mis,suppressed,2,0,no,1,0,yes
694.4668293,unrel,suppressed,1,1,no,1,0,yes
590.559959412,rel-mis,non-suppressed,1,0,no,1,0,no
655.740022659,unrel,non-suppressed,1,1,no,1,0,no
688.996076584,no,absent,2,0,no,1,0,no
471.536874771,rel-match,suppressed,2,0,no,0,0,yes
522.649049759,rel-match,suppressed,2,1,no,1,0,yes
900.765895844,rel-match,non-suppressed,1,1,no,1,0,no
1043.2779789,no,absent,1,1,no,1,0,yes
702.831029892,rel-mis,suppressed,1,1,no,1,0,yes
633.645057678,rel-mis,suppressed,2,1,no,1,0,yes
584.864854813,rel-mis,suppressed,1,0,no,1,0,yes
911.104917526,unrel,suppressed,2,1,no,1,0,yes
496.869087219,rel-match,suppressed,2,1,no,1,0,yes
587.973833084,unrel,suppressed,2,1,no,1,0,yes
576.383829117,no,absent,2,0,no,1,0,yes
592.468976974,no,absent,1,1,no,1,0,yes
618.985891342,no,absent,2,0,no,1,0,yes
612.436056137,unrel,non-suppressed,2,0,no,1,0,no
599.03717041,no,absent,1,1,no,1,0,no
672.379016876,rel-mis,non-suppressed,1,1,no,1,0,no
651.473045349,rel-match,suppressed,1,1,no,1,0,yes
691.339015961,rel-match,suppressed,2,1,no,1,0,yes
561.069965363,rel-match,suppressed,1,1,no,1,0,yes
609.908103943,unrel,suppressed,2,1,no,1,0,yes
693.416833878,rel-match,non-suppressed,2,1,no,1,0,no
580.908060074,no,absent,2,1,no,1,0,no
543.006896973,rel-mis,suppressed,1,1,no,1,0,yes
571.428060532,no,absent,1,1,no,1,0,yes
716.943025589,no,absent,2,1,no,1,0,yes
930.36699295,unrel,non-suppressed,2,0,no,1,0,no
627.547025681,unrel,suppressed,1,1,no,1,0,yes
799.498796463,rel-match,suppressed,1,1,no,0,0,yes
660.102844238,no,absent,2,0,no,1,0,yes
500.058889389,rel-mis,non-suppressed,2,1,no,1,0,no
518.572092056,unrel,non-suppressed,1,0,no,1,0,no
1941.82801247,rel-mis,suppressed,2,1,no,1,1,yes
900.232076645,rel-mis,suppressed,2,0,no,1,1,yes
1642.21405983,unrel,suppressed,2,1,no,0,1,yes
1448.16184044,unrel,non-suppressed,2,0,no,1,1,no
1088.89889717,rel-mis,non-suppressed,1,1,no,1,1,no
1212.71014214,rel-match,suppressed,1,1,no,1,1,yes
1736.73510551,rel-mis,suppressed,1,0,no,1,1,yes
1525.64716339,unrel,non-suppressed,1,0,no,0,1,no
952.238082886,rel-mis,non-suppressed,1,0,no,0,1,no
1110.58688164,rel-match,suppressed,2,1,no,1,1,yes
1139.21809196,rel-match,suppressed,2,1,no,1,1,yes
796.396970749,unrel,suppressed,2,1,no,0,1,yes
885.246992111,unrel,suppressed,2,0,no,1,1,yes
1355.01289368,unrel,suppressed,1,0,no,1,1,yes
965.413093567,unrel,suppressed,1,1,no,0,1,yes
848.546028137,unrel,non-suppressed,1,1,no,1,1,no
1013.27514648,rel-mis,non-suppressed,2,1,no,0,1,no
985.25094986,rel-match,suppressed,1,1,no,0,1,yes
1400.58898926,no,absent,1,1,no,0,1,no
1134.95111465,unrel,suppressed,1,1,no,1,1,yes
2134.05013084,rel-match,suppressed,1,1,no,1,1,yes
1552.69289017,rel-match,suppressed,1,1,no,1,1,yes
1416.34011269,rel-match,non-suppressed,1,1,no,0,1,no
1073.23217392,rel-match,non-suppressed,1,1,no,0,1,no
1115.00000954,unrel,suppressed,1,1,no,0,1,yes
1776.11303329,no,absent,2,1,no,0,1,yes
1042.16814041,rel-match,non-suppressed,2,1,no,0,1,no
1179.23998833,no,absent,2,1,no,0,1,yes
