RT_search,condition,distractor_suppression,load,memory_resp,practice,search_resp,subject_nr,suppressed
906.497576274,rel-match,suppressed,2,1,no,1,5,yes
1130.90889587,unrel,suppressed,1,1,no,1,5,yes
1018.08698406,rel-mis,non-suppressed,1,1,no,1,5,no
876.088350429,unrel,non-suppressed,2,0,no,1,5,no
1048.63704089,no,absent,1,0,no,1,5,no
1131.98518008,no,absent,2,1,no,1,5,yes
879.909439129,unrel,suppressed,2,1,no,1,5,yes
1223.17555139,rel-match,suppressed,2,1,no,1,5,yes
927.191331866,no,absent,2,1,no,1,5,yes
1174.26011292,rel-mis,suppressed,1,1,no,1,5,yes
843.19592989,rel-match,suppressed,1,1,no,1,5,yes
751.584464684,no,absent,1,1,no,1,5,no
1211.76964336,rel-match,non-suppressed,1,1,no,1,5,no
1014.33677715,rel-match,suppressed,1,1,no,1,5,yes
1142.46309595,rel-match,suppressed,2,1,no,1,5,yes
875.644872896,rel-mis,non-suppressed,1,1,no,1,5,no
998.254069244,unrel,suppressed,2,0,no,1,5,yes
1105.6465283,no,absent,2,0,no,1,5,yes
1136.29404746,rel-mis,non-suppressed,2,1,no,1,5,no
1336.89187956,rel-match,non-suppressed,2,1,no,1,5,no
917.494514841,no,absent,1,1,no,1,5,yes
890.837361221,unrel,suppressed,1,1,no,1,5,yes
1091.56436601,unrel,suppressed,2,0,no,1,5,yes
1326.00592705,rel-match,non-suppressed,1,1,no,1,5,no
995.494342293,rel-mis,suppressed,2,1,no,1,5,yes
806.403611205,unrel,non-suppressed,1,1,no,1,5,no
948.897018563,unrel,suppressed,2,0,no,1,5,yes
829.137550318,unrel,suppressed,1,0,no,1,5,yes
1160.19194049,unrel,suppressed,1,1,no,1,5,yes
755.141612026,rel-match,suppressed,2,1,no,1,5,yes
910.958932829,unrel,non-suppressed,2,1,no,1,5,no
1539.95798388,unrel,non-suppressed,1,1,no,1,5,no
1102.21155884,rel-match,non-suppressed,2,1,no,1,5,no
951.045389986,rel-mis,non-suppressed,1,1,no,1,5,no
1200.92985732,rel-mis,suppressed,2,1,no,1,5,yes
785.33772612,rel-mis,suppressed,2,1,no,1,5,yes
913.098910358,unrel,non-suppressed,1,1,no,1,5,no
1171.75593344,rel-match,non-suppressed,1,0,no,1,5,no
1032.85511432,no,absent,2,1,no,1,5,no
808.219491038,no,absent,2,1,no,1,5,no
1353.9268286,unrel,suppressed,1,1,no,1,5,yes
851.566044847,rel-match,suppressed,1,1,no,1,5,yes
899.196284241,rel-match,non-suppressed,1,1,no,1,5,no
1120.34051248,no,absent,1,1,no,1,5,no
1302.34726018,unrel,suppressed,2,1,no,1,5,yes
1040.06127547,no,absent,2,1,no,1,5,yes
822.602434666,unrel,suppressed,2,0,no,1,5,yes
1113.12176043,unrel,suppressed,2,1,no,1,5,yes
830.912393401,no,absent,1,1,no,1,5,yes
1201.02405548,rel-match,suppressed,1,1,no,1,5,yes
1032.92599611,rel-match,suppressed,1,1,no,1,5,yes
933.749297517,unrel,suppressed,2,1,no,1,5,yes
847.115879995,rel-mis,suppressed,1,1,no,1,5,yes
920.685128542,rel-mis,non-suppressed,1,0,no,1,5,no
1067.82409188,unrel,non-suppressed,2,1,no,1,5,no
1259.11029347,rel-mis,non-suppressed,2,1,no,1,5,no
1079.88379116,no,absent,2,0,no,1,5,yes
931.619579322,no,absent,2,1,no,1,5,yes
1375.32660423,rel-match,suppressed,2,0,no,1,5,yes
1205.17950121,rel-mis,non-suppressed,2,0,no,1,5,no
1191.71382405,unrel,non-suppressed,2,1,no,1,5,no
1592.90062799,unrel,suppressed,1,1,no,1,5,yes
1058.96479927,no,absent,1,0,no,1,5,yes
1343.55290362,no,absent,1,0,no,1,5,no
908.359622466,rel-match,non-suppressed,2,0,no,1,5,no
858.355308999,rel-match,suppressed,1,1,no,1,5,yes
940.059643239,rel-mis,suppressed,1,1,no,1,5,yes
1225.60465208,unrel,suppressed,1,1,no,1,5,yes
1005.0246804,rel-match,suppressed,2,1,no,1,5,yes
1330.70511068,unrel,suppressed,1,0,no,1,5,yes
906.974163023,no,absent,1,0,no,1,5,yes
956.533599994,no,absent,2,0,no,1,5,yes
1090.41859908,rel-mis,suppressed,2,1,no,1,5,yes
832.365470356,no,absent,1,1,no,1,5,yes
986.925105448,rel-mis,suppressed,1,0,no,1,5,yes
1005.34131692,rel-mis,suppressed,2,1,no,1,5,yes
1548.24462614,rel-match,suppressed,2,1,no,1,5,yes
1155.42467288,rel-match,suppressed,2,1,no,1,5,yes
1068.82063404,rel-mis,suppressed,1,1,no,1,5,yes
1126.50489761,rel-match,suppressed,2,0,no,1,5,yes
1283.2143032,no,absent,1,1,no,1,5,yes
1133.43266118,rel-match,suppressed,1,1,no,1,5,yes
891.123686335,no,absent,2,0,no,1,5,yes
988.215900376,no,absent,1,1,no,1,5,no
968.26034144,rel-match,suppressed,1,1,no,1,5,yes
1135.36139228,rel-mis,suppressed,2,0,no,1,5,yes
907.976301271,no,absent,1,1,no,1,5,yes
880.432192469,unrel,suppressed,1,1,no,1,5,yes
883.426015964,rel-mis,non-suppressed,2,1,no,1,5,no
1177.5104166,rel-mis,suppressed,1,1,no,1,5,yes
852.210509591,rel-mis,suppressed,1,0,no,1,5,yes
1121.68306974,no,absent,2,0,no,1,5,yes
1057.75281368,unrel,suppressed,1,1,no,1,5,yes
1189.55099641,rel-match,non-suppressed,2,1,no,1,5,no
1168.36806305,rel-match,suppressed,1,0,no,1,5,yes
900.742626865,unrel,suppressed,2,0,no,1,5,yes
1015.72550088,no,absent,1,0,no,1,5,yes
903.154939646,unrel,suppressed,1,0,no,1,5,yes
807.067195536,rel-match,suppressed,2,0,no,1,5,yes
1197.95795123,rel-mis,suppressed,2,1,no,1,5,yes
1343.45823922,no,absent,2,0,no,1,5,yes
1285.20738753,unrel,non-suppressed,1,0,no,1,5,no
1313.70886706,unrel,non-suppressed,2,1,no,1,5,no
1319.4073909,rel-match,non-suppressed,1,1,no,1,5,no
817.232671776,rel-match,non-suppressed,2,1,no,1,5,no
903.855363838,rel-mis,non-suppressed,1,1,no,1,5,no
954.333932488,rel-mis,suppressed,2,1,no,1,5,yes
892.713863752,unrel,suppressed,2,1,no,1,5,yes
941.507590702,unrel,non-suppressed,2,0,no,1,5,no
1042.64286533,unrel,suppressed,1,1,no,1,5,yes
1221.2976499,unrel,non-suppressed,1,0,no,1,5,no
1186.74090609,rel-match,suppressed,2,1,no,1,5,yes
963.353641913,no,absent,2,0,no,1,5,no
1255.58951974,unrel,suppressed,2,0,no,1,5,yes
1052.50989203,rel-mis,suppressed,1,1,no,1,5,yes
1118.7605944,rel-mis,non-suppressed,2,1,no,1,5,no
1383.80537357,no,absent,1,1,no,1,5,yes
1090.84482247,rel-mis,suppressed,2,1,no,1,5,yes
1124.47917031,rel-mis,suppressed,1,1,no,1,5,yes
1038.98545762,rel-match,suppressed,1,0,no,1,5,yes
965.309886378,no,absent,2,1,no,1,5,no
1074.70802055,no,absent,1,1,no,1,5,no
917.767782928,rel-match,suppressed,2,0,no,1,5,yes
798.461118713,no,absent,2,1,no,1,5,yes
1112.93942633,rel-mis,non-suppressed,1,1,no,1,5,no
1090.93109309,rel-match,non-suppressed,1,0,no,1,5,no
872.524674516,unrel,suppressed,2,1,no,1,5,yes
939.413313172,no,absent,1,1,no,1,5,no
1292.01343958,unrel,suppressed,1,0,no,1,5,yes
1007.33160321,rel-mis,non-suppressed,2,1,no,1,5,no
1043.91314182,rel-match,non-suppressed,2,1,no,1,5,no
815.324925468,unrel,suppressed,1,0,no,1,5,yes
1125.33301627,unrel,non-suppressed,1,1,no,1,5,no
1058.20188718,no,absent,2,1,no,1,5,yes
838.846958242,unrel,suppressed,1,1,no,1,5,yes
966.081192368,unrel,non-suppressed,1,1,no,1,5,no
1091.02855565,unrel,suppressed,2,0,no,1,5,yes
908.006612561,no,absent,2,1,no,1,5,no
1073.24981398,unrel,suppressed,2,1,no,1,5,yes
1205.25457989,no,absent,1,1,no,1,5,yes
891.386228846,rel-match,suppressed,1,1,no,1,5,yes
1181.14683963,no,absent,2,1,no,1,5,yes
1060.62399305,rel-match,suppressed,2,0,no,1,5,yes
1550.85419572,rel-mis,suppressed,1,1,no,1,5,yes
1023.94732367,no,absent,1,1,no,1,5,no
1252.11397989,no,absent,2,1,no,1,5,yes
1142.42485713,rel-mis,suppressed,2,1,no,1,5,yes
996.731975814,rel-match,non-suppressed,1,1,no,1,5,no
1004.48607199,rel-mis,suppressed,1,1,no,1,5,yes
1089.60905415,rel-match,suppressed,1,1,no,1,5,yes
1396.00963437,no,absent,1,1,no,1,5,yes
1273.09032995,unrel,suppressed,2,0,no,1,5,yes
1301.60113599,unrel,non-suppressed,2,0,no,1,5,no
1048.13713755,rel-match,suppressed,2,1,no,1,5,yes
1057.39187612,no,absent,1,1,no,1,5,yes
824.263960123,unrel,suppressed,1,1,no,1,5,yes
987.830247381,no,absent,1,0,no,1,5,yes
955.573897809,rel-mis,non-suppressed,1,1,no,1,5,no
1061.17006275,rel-match,non-suppressed,2,1,no,1,5,no
1197.0672654,no,absent,2,1,no,1,5,no
1067.81290006,rel-mis,suppressed,1,0,no,1,5,yes
1154.00657046,rel-match,suppressed,2,0,no,1,5,yes
910.612917738,rel-mis,suppressed,2,1,no,1,5,yes
1160.14763934,unrel,suppressed,2,1,no,1,5,yes
1199.0356344,unrel,non-suppressed,2,0,no,1,5,no
933.669089223,rel-mis,suppressed,1,1,no,1,5,yes
1000.02564804,rel-match,suppressed,1,1,no,1,5,yes
1231.73546174,rel-match,suppressed,1,0,no,1,5,yes
1263.05542537,rel-match,suppressed,2,1,no,1,5,yes
956.031365204,no,absent,2,1,no,1,5,yes
939.966844162,rel-mis,suppressed,2,1,no,1,5,yes
1014.60771344,rel-mis,non-suppressed,1,0,no,1,5,no
1164.27697055,rel-mis,suppressed,2,1,no,1,5,yes
905.860106461,rel-match,suppressed,1,1,no,1,5,yes
795.519057545,rel-mis,suppressed,1,1,no,1,5,yes
1132.27663492,unrel,suppressed,2,1,no,1,5,yes
1013.69417773,rel-mis,non-suppressed,1,1,no,1,5,no
1090.38315807,rel-mis,suppressed,2,1,no,1,5,yes
873.215305735,no,absent,1,1,no,1,5,yes
1144.57416127,rel-mis,suppressed,2,1,no,1,5,yes
1049.70493121,rel-match,suppressed,1,1,no,1,5,yes
1006.55283604,unrel,non-suppressed,1,1,no,1,5,no
953.850350808,unrel,suppressed,1,1,no,1,5,yes
821.338686743,rel-match,suppressed,2,1,no,1,5,yes
991.395322257,no,absent,2,0,no,1,5,yes
964.608995942,no,absent,2,1,no,1,5,no
1073.81733484,unrel,suppressed,1,1,no,1,5,yes
924.340671045,rel-match,suppressed,1,1,no,1,5,yes
893.618072965,unrel,suppressed,2,1,no,1,5,yes
1069.07151837,unrel,suppressed,1,0,no,1,5,yes
1082.87341765,no,absent,1,0,no,1,5,yes
1044.23397523,unrel,suppressed,2,1,no,1,5,yes
1118.86831606,rel-mis,non-suppressed,2,0,no,1,5,no
976.048945799,unrel,non-suppressed,2,1,no,1,5,no
1179.32862812,rel-mis,non-suppressed,2,1,no,1,5,no
867.440304253,no,absent,2,1,no,1,5,yes
1179.53381222,rel-match,suppressed,1,0,no,1,5,yes
940.980174113,rel-mis,non-suppressed,1,1,no,1,5,no
1141.01981185,no,absent,1,0,no,1,5,no
829.411750892,rel-match,non-suppressed,2,1,no,1,5,no
1041.59502708,no,absent,1,1,no,1,5,yes
1468.28202566,rel-mis,suppressed,1,1,no,1,5,yes
1063.91813152,unrel,non-suppressed,2,1,no,1,5,no
920.221132576,unrel,suppressed,1,1,no,1,5,yes
1118.82261594,no,absent,2,1,no,1,5,yes
876.889034989,rel-match,suppressed,2,1,no,1,5,yes
1039.29043596,rel-mis,suppressed,1,1,no,1,5,yes
874.1661479,unrel,suppressed,2,1,no,1,5,yes
1154.38942553,rel-mis,suppressed,1,0,no,1,5,yes
1033.32703793,unrel,non-suppressed,1,1,no,1,5,no
1112.71605548,no,absent,1,1,no,1,5,yes
912.300091237,no,absent,2,1,no,1,5,no
1093.98693813,rel-match,suppressed,2,1,no,1,5,yes
1110.86426827,rel-match,non-suppressed,1,1,no,1,5,no
895.031512016,rel-mis,suppressed,2,1,no,1,5,yes
858.099295176,rel-match,non-suppressed,1,1,no,1,5,no
1085.9292628,rel-match,suppressed,2,0,no,1,5,yes
963.184831315,no,absent,2,1,no,1,5,yes
1045.91835069,no,absent,1,1,no,1,5,no
1249.60140639,no,absent,2,1,no,1,5,no
1039.54971407,no,absent,1,1,no,1,5,yes
1109.17662864,unrel,non-suppressed,2,1,no,1,5,no
1120.83808403,rel-match,suppressed,2,0,no,1,5,yes
1107.99588705,unrel,non-suppressed,2,0,no,1,5,no
1011.23849617,rel-match,suppressed,2,1,no,1,5,yes
850.576031255,unrel,suppressed,1,0,no,1,5,yes
847.725836677,rel-mis,non-suppressed,2,0,no,1,5,no
1179.58044505,unrel,suppressed,2,0,no,1,5,yes
1106.50597024,rel-mis,non-suppressed,1,1,no,1,5,no
766.048082965,rel-match,suppressed,1,0,no,1,5,yes
983.595525962,rel-match,suppressed,1,1,no,1,5,yes
1429.46211447,no,absent,2,0,no,1,5,yes
1037.6862688,no,absent,2,0,no,1,5,yes
1094.56938144,no,absent,1,1,no,1,5,no
914.007783053,no,absent,1,0,no,1,5,yes
972.535166889,rel-match,non-suppressed,2,1,no,1,5,no
1167.59022861,rel-mis,suppressed,1,1,no,1,5,yes
1027.57488645,unrel,suppressed,2,0,no,1,5,yes
879.302280606,unrel,suppressed,2,1,no,1,5,yes
848.603931605,rel-mis,suppressed,2,1,no,1,5,yes
845.323782996,rel-mis,suppressed,1,1,no,1,5,yes
822.159423376,rel-match,non-suppressed,1,1,no,1,5,no
821.76770817,unrel,suppressed,2,1,no,1,5,yes
1214.2463096,rel-match,suppressed,2,0,no,1,5,yes
978.739189915,unrel,suppressed,1,0,no,1,5,yes
782.732819906,rel-mis,suppressed,2,1,no,1,5,yes
916.352012078,rel-mis,suppressed,1,1,no,1,5,yes
825.893308851,no,absent,2,1,no,1,5,yes
810.643928591,unrel,suppressed,1,1,no,1,5,yes
1099.99743523,rel-match,suppressed,2,0,no,1,5,yes
781.797366566,no,absent,2,1,no,1,5,yes
1027.32913173,unrel,non-suppressed,1,1,no,1,5,no
1122.61106167,unrel,non-suppressed,1,1,no,1,5,no
752.158047748,rel-match,suppressed,1,1,no,1,5,yes
1234.04424987,rel-mis,non-suppressed,2,1,no,1,5,no
1003.58885759,rel-match,non-suppressed,2,0,no,1,5,no
1165.33366917,no,absent,1,1,no,1,5,yes
747.205648222,rel-mis,suppressed,1,1,no,1,5,yes
999.755644356,no,absent,1,1,no,1,5,yes
853.70275809,rel-match,non-suppressed,1,1,no,1,5,no
957.990407594,no,absent,2,0,no,1,5,no
818.811657256,unrel,suppressed,1,1,no,1,5,yes
1166.08492297,rel-mis,non-suppressed,1,1,no,1,5,no
856.089422945,no,absent,1,1,no,1,5,no
1282.9484964,rel-mis,suppressed,2,1,no,1,5,yes
1016.8507495,rel-match,suppressed,1,1,no,1,5,yes
930.689255474,rel-mis,suppressed,2,1,no,1,5,yes
1122.15890642,no,absent,2,1,no,1,6,no
1354.8582173,unrel,suppressed,1,1,no,1,6,yes
1149.17623578,no,absent,1,1,no,1,6,no
1281.68094694,no,absent,2,1,no,1,6,yes
1445.57408965,rel-match,suppressed,2,1,no,1,6,yes
1130.53243933,no,absent,1,1,no,1,6,yes
1412.91090706,rel-mis,non-suppressed,1,1,no,1,6,no
1129.7593778,no,absent,1,1,no,1,6,yes
1344.76818424,rel-mis,non-suppressed,2,1,no,1,6,no
1537.57169191,unrel,non-suppressed,2,0,no,1,6,no
1307.65671632,rel-match,suppressed,2,1,no,1,6,yes
1555.96094881,rel-mis,non-suppressed,1,0,no,1,6,no
1402.85659162,rel-match,suppressed,1,1,no,1,6,yes
997.365514748,no,absent,1,1,no,1,6,yes
993.616802851,no,absent,2,1,no,1,6,yes
1528.47600565,rel-match,suppressed,2,1,no,1,6,yes
1166.78052535,rel-mis,suppressed,2,1,no,1,6,yes
1110.49278057,unrel,suppressed,1,1,no,1,6,yes
1387.39618286,rel-match,suppressed,1,1,no,1,6,yes
1227.87085827,unrel,non-suppressed,1,1,no,1,6,no
922.509514494,no,absent,2,1,no,1,6,yes
909.205713077,unrel,suppressed,2,0,no,1,6,yes
1217.87853539,rel-match,non-suppressed,1,1,no,1,6,no
923.232078552,no,absent,2,1,no,1,6,yes
1218.90859981,rel-mis,suppressed,2,1,no,1,6,yes
1419.48500881,rel-mis,suppressed,2,1,no,1,6,yes
1438.67031764,unrel,suppressed,2,1,no,1,6,yes
1046.0844005,rel-match,non-suppressed,2,1,no,1,6,no
1306.91690929,rel-mis,suppressed,1,1,no,1,6,yes
1115.65418751,no,absent,2,0,no,1,6,no
1208.93844659,rel-mis,suppressed,2,1,no,1,6,yes
1174.68480184,unrel,non-suppressed,2,1,no,1,6,no
843.002007576,no,absent,1,1,no,1,6,no
1066.79817894,rel-match,suppressed,2,1,no,1,6,yes
817.24095461,unrel,suppressed,2,0,no,1,6,yes
1378.0751056,rel-mis,suppressed,1,1,no,1,6,yes
1047.5270655,rel-mis,suppressed,1,0,no,1,6,yes
1165.54765031,unrel,non-suppressed,1,1,no,1,6,no
1162.39300091,no,absent,1,1,no,1,6,yes
1069.44456999,unrel,suppressed,1,1,no,1,6,yes
910.44105147,rel-mis,non-suppressed,2,1,no,1,6,no
1088.69146113,rel-mis,suppressed,2,1,no,1,6,yes
1019.09252512,rel-match,non-suppressed,2,0,no,1,6,no
1279.85359868,rel-mis,suppressed,1,1,no,1,6,yes
976.965394802,no,absent,2,0,no,1,6,yes
1341.25225293,rel-match,suppressed,1,1,no,1,6,yes
907.725277822,unrel,suppressed,1,1,no,1,6,yes
862.386842724,unrel,suppressed,2,1,no,1,6,yes
1169.66051795,unrel,suppressed,2,1,no,1,6,yes
1105.70250894,rel-match,non-suppressed,1,1,no,1,6,no
1023.502219,rel-match,suppressed,2,1,no,1,6,yes
928.611075738,rel-mis,non-suppressed,2,0,no,1,6,no
988.639732124,no,absent,2,1,no,1,6,no
1150.21656407,rel-mis,suppressed,2,0,no,1,6,yes
629.511407111,no,absent,1,1,no,1,6,yes
1089.59097113,unrel,suppressed,1,1,no,1,6,yes
817.076324951,unrel,non-suppressed,1,1,no,1,6,no
787.485271459,no,absent,2,1,no,1,6,no
767.782672308,no,absent,1,1,no,1,6,no
754.269491648,no,absent,2,1,no,1,6,yes
828.646793496,rel-match,suppressed,2,1,no,1,6,yes
1117.66464007,unrel,non-suppressed,2,1,no,1,6,no
755.106598837,rel-mis,suppressed,1,1,no,1,6,yes
929.926470853,rel-mis,non-suppressed,1,1,no,1,6,no
788.565833354,no,absent,1,1,no,1,6,yes
637.027305551,no,absent,2,1,no,1,6,yes
722.382655367,no,absent,1,0,no,1,6,yes
1159.40174973,rel-mis,suppressed,1,1,no,1,6,yes
828.987958608,rel-match,suppressed,2,1,no,1,6,yes
961.99846454,rel-mis,non-suppressed,1,1,no,1,6,no
1135.08787774,rel-match,suppressed,1,1,no,1,6,yes
836.958333617,unrel,suppressed,1,1,no,1,6,yes
812.407985795,rel-match,suppressed,1,1,no,1,6,yes
936.773587018,unrel,suppressed,2,1,no,1,6,yes
822.890913114,unrel,non-suppressed,1,1,no,1,6,no
877.869831864,rel-mis,non-suppressed,2,0,no,1,6,no
1118.46315535,rel-mis,suppressed,1,1,no,1,6,yes
956.966380123,no,absent,1,0,no,1,6,no
1153.89917768,rel-match,suppressed,1,1,no,1,6,yes
782.006511465,no,absent,2,1,no,1,6,yes
886.050407076,rel-match,suppressed,2,1,no,1,6,yes
897.445571609,unrel,suppressed,2,1,no,1,6,yes
673.925288487,unrel,suppressed,1,1,no,1,6,yes
794.544640696,unrel,non-suppressed,2,1,no,1,6,no
997.585157864,rel-mis,suppressed,2,1,no,1,6,yes
553.919294383,rel-mis,suppressed,2,1,no,1,6,yes
899.899826152,rel-match,non-suppressed,2,0,no,1,6,no
738.290560897,no,absent,1,1,no,1,6,yes
1453.73947453,rel-match,non-suppressed,1,1,no,1,6,no
808.538572863,unrel,suppressed,1,1,no,1,6,yes
1029.55697803,rel-mis,non-suppressed,2,1,no,1,6,no
667.043275898,no,absent,2,0,no,1,6,yes
1021.4523538,rel-mis,suppressed,2,1,no,1,6,yes
842.299970798,unrel,non-suppressed,1,1,no,1,6,no
917.192509864,rel-match,suppressed,1,1,no,1,6,yes
658.657837193,no,absent,2,1,no,1,6,no
996.210643789,unrel,suppressed,2,0,no,1,6,yes
824.55157931,rel-match,non-suppressed,2,1,no,1,6,no
818.425795529,no,absent,2,0,no,1,6,yes
1150.3811935,rel-mis,non-suppressed,2,1,no,1,6,no
1409.8810642,rel-match,suppressed,1,1,no,1,6,yes
887.310788967,rel-mis,suppressed,2,1,no,1,6,yes
808.216292877,no,absent,2,1,no,1,6,no
800.593241584,rel-match,suppressed,1,1,no,1,6,yes
658.034214983,no,absent,1,0,no,0,6,no
785.429658834,rel-match,suppressed,2,1,no,1,6,yes
876.089286059,rel-match,suppressed,2,1,no,1,6,yes
809.133456787,unrel,non-suppressed,2,1,no,1,6,no
1056.61741458,unrel,suppressed,1,1,no,1,6,yes
785.586077487,unrel,suppressed,1,1,no,1,6,yes
796.371578472,rel-match,non-suppressed,1,1,no,1,6,no
1236.74895428,unrel,non-suppressed,2,1,no,1,6,no
988.248890499,rel-mis,suppressed,1,1,no,1,6,yes
712.437134935,rel-mis,suppressed,2,0,no,1,6,yes
846.781510627,rel-mis,suppressed,1,1,no,1,6,yes
865.633865353,unrel,suppressed,1,1,no,1,6,yes
1207.0606011,unrel,non-suppressed,1,1,no,1,6,no
990.205150563,rel-mis,non-suppressed,1,1,no,1,6,no
831.13676589,no,absent,1,1,no,1,6,yes
805.459875148,no,absent,1,1,no,1,6,yes
1192.4968285,rel-mis,suppressed,1,1,no,1,6,yes
737.549932906,no,absent,1,0,no,1,6,yes
1143.51765555,rel-mis,suppressed,1,1,no,1,6,yes
966.408979381,rel-match,suppressed,1,1,no,1,6,yes
918.539517326,rel-mis,suppressed,2,1,no,1,6,yes
1193.86846875,rel-match,non-suppressed,1,1,no,1,6,no
803.511825856,unrel,suppressed,2,1,no,1,6,yes
685.233416967,no,absent,1,1,no,1,6,yes
954.685376491,rel-match,non-suppressed,2,0,no,1,6,no
967.318342999,rel-match,suppressed,2,1,no,1,6,yes
677.570953034,no,absent,2,1,no,1,6,yes
550.223132828,no,absent,2,1,no,1,6,yes
741.589312674,no,absent,1,1,no,1,6,no
864.752419293,rel-mis,non-suppressed,1,1,no,1,6,no
777.107444359,unrel,suppressed,2,1,no,1,6,yes
784.675071947,rel-match,suppressed,2,1,no,1,6,yes
1517.90070487,rel-mis,suppressed,2,0,no,1,6,yes
840.306761442,rel-mis,suppressed,2,0,no,1,6,yes
616.327485768,no,absent,1,1,no,1,6,yes
1048.53619193,no,absent,2,1,no,1,6,yes
933.845149586,rel-match,suppressed,2,1,no,1,6,yes
587.484040065,unrel,non-suppressed,2,1,no,0,6,no
1051.13044335,rel-mis,suppressed,1,1,no,1,6,yes
718.279640423,rel-match,suppressed,1,1,no,1,6,yes
1414.65121903,no,absent,1,1,no,1,6,no
1037.48013964,rel-match,suppressed,2,1,no,1,6,yes
801.104373531,rel-mis,suppressed,2,1,no,1,6,yes
908.678569831,no,absent,2,1,no,1,6,no
652.880198089,no,absent,1,1,no,1,6,yes
1015.46246163,unrel,non-suppressed,1,1,no,1,6,no
793.85533114,unrel,suppressed,1,0,no,1,6,yes
809.324772097,unrel,suppressed,1,1,no,1,6,yes
711.751519935,no,absent,2,0,no,1,6,yes
937.377092196,unrel,non-suppressed,2,0,no,1,6,no
937.399672577,rel-mis,non-suppressed,1,1,no,1,6,no
1230.30335386,unrel,suppressed,2,1,no,1,6,yes
830.453203758,no,absent,2,1,no,1,6,yes
1074.59530234,rel-mis,suppressed,1,1,no,1,6,yes
849.70050538,rel-match,suppressed,2,0,no,1,6,yes
680.369657231,no,absent,1,0,no,1,6,no
627.419255441,no,absent,2,1,no,1,6,no
919.625416398,unrel,non-suppressed,1,1,no,1,6,no
1431.68566818,rel-match,suppressed,1,1,no,1,6,yes
750.337264966,no,absent,1,1,no,1,6,yes
663.360251579,rel-match,suppressed,1,1,no,1,6,yes
909.566174261,unrel,suppressed,2,1,no,1,6,yes
796.567409765,rel-mis,non-suppressed,2,1,no,1,6,no
1233.18868363,rel-match,non-suppressed,2,1,no,1,6,no
813.133013435,rel-match,non-suppressed,1,1,no,1,6,no
872.030610451,unrel,suppressed,1,1,no,1,6,yes
643.776300829,unrel,suppressed,1,1,no,1,6,yes
1391.13832591,unrel,suppressed,2,1,no,1,6,yes
1074.40521894,rel-match,suppressed,2,1,no,1,6,yes
834.19411513,rel-mis,suppressed,1,1,no,1,6,yes
690.712177427,rel-match,non-suppressed,1,1,no,1,6,no
689.205877483,rel-mis,suppressed,2,1,no,1,6,yes
1022.02178375,unrel,suppressed,2,1,no,1,6,yes
944.108023308,rel-mis,non-suppressed,1,1,no,1,6,no
739.079633728,no,absent,1,1,no,1,6,yes
899.856308242,rel-match,suppressed,1,1,no,1,6,yes
1109.70822372,rel-match,non-suppressed,2,1,no,1,6,no
763.349166838,no,absent,2,1,no,1,6,yes
740.351921646,no,absent,1,1,no,1,6,yes
693.685774924,no,absent,2,0,no,1,6,no
715.955529595,rel-match,non-suppressed,1,0,no,1,6,no
615.39431056,rel-mis,non-suppressed,1,1,no,1,6,no
1036.81094688,unrel,non-suppressed,1,1,no,1,6,no
1272.12832076,unrel,suppressed,2,1,no,1,6,yes
780.301916879,no,absent,2,1,no,1,6,yes
819.730927004,no,absent,1,1,no,1,6,yes
690.658395644,no,absent,1,1,no,1,6,no
697.220591363,no,absent,1,1,no,1,6,no
774.444221053,no,absent,1,1,no,1,6,yes
928.482163697,rel-match,suppressed,2,1,no,1,6,yes
671.369628515,unrel,suppressed,1,1,no,1,6,yes
652.582961367,rel-mis,suppressed,1,1,no,1,6,yes
710.418881848,rel-match,suppressed,2,1,no,1,6,yes
828.662804794,rel-mis,suppressed,1,1,no,1,6,yes
894.860352157,rel-mis,non-suppressed,2,0,no,1,6,no
855.08073424,rel-mis,non-suppressed,1,1,no,1,6,no
1035.17942992,unrel,suppressed,1,1,no,1,6,yes
804.52711042,rel-mis,suppressed,2,0,no,1,6,yes
755.285186926,unrel,non-suppressed,2,1,no,1,6,no
688.609762117,unrel,non-suppressed,1,1,no,1,6,no
681.692031678,no,absent,2,1,no,1,6,yes
1469.72004743,rel-mis,suppressed,2,1,no,1,6,yes
713.812059257,rel-match,non-suppressed,2,1,no,1,6,no
1021.80583542,rel-match,suppressed,1,1,no,1,6,yes
744.028377114,no,absent,1,1,no,1,6,yes
700.388788711,no,absent,2,1,no,1,6,yes
801.359734265,rel-match,suppressed,1,1,no,1,6,yes
577.042167308,unrel,suppressed,1,1,no,1,6,yes
877.655936405,unrel,non-suppressed,2,1,no,1,6,no
899.775840808,rel-match,non-suppressed,2,1,no,1,6,no
677.631713916,unrel,suppressed,2,1,no,1,6,yes
882.893294329,rel-match,non-suppressed,1,1,no,1,6,no
1038.89570851,unrel,suppressed,1,1,no,1,6,yes
947.190416045,rel-mis,suppressed,1,0,no,1,6,yes
908.805429004,rel-mis,non-suppressed,2,1,no,1,6,no
1114.52764412,rel-mis,suppressed,1,1,no,1,6,yes
565.990631469,unrel,suppressed,2,1,no,1,6,yes
727.03169845,no,absent,2,1,no,1,6,no
1055.10865152,rel-mis,suppressed,2,1,no,1,6,yes
1090.35171638,rel-match,suppressed,1,1,no,1,6,yes
584.436543752,rel-match,suppressed,2,1,no,1,6,yes
